time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,,,5,5
2025-02-26 00:00:00+00:00,,,11,9
2025-02-27 00:00:00+00:00,,,11,4
2025-02-28 00:00:00+00:00,2.0,2.0,6,6
2025-03-01 00:00:00+00:00,3.0,3.0,7,7
2025-03-02 00:00:00+00:00,,,6,5
2025-03-03 00:00:00+00:00,,,14,8
2025-03-04 00:00:00+00:00,2.0,2.0,113,14
2025-03-05 00:00:00+00:00,3.0,3.0,7,5
2025-03-06 00:00:00+00:00,15.0,9.0,8,7
2025-03-07 00:00:00+00:00,9.0,9.0,38,8
2025-03-08 00:00:00+00:00,2.0,2.0,33,7
2025-03-09 00:00:00+00:00,2.0,2.0,22,9
2025-03-10 00:00:00+00:00,,,18,11
