time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-17 00:00:00+00:00,,,60,17
2024-10-18 00:00:00+00:00,2.0,2.0,8,5
2024-10-19 00:00:00+00:00,,,11,8
2024-10-20 00:00:00+00:00,,,7,6
2024-10-21 00:00:00+00:00,,,13,8
2024-10-22 00:00:00+00:00,2.0,2.0,9,9
2024-10-23 00:00:00+00:00,,,12,3
2024-10-24 00:00:00+00:00,,,16,6
2024-10-25 00:00:00+00:00,,,21,8
2024-10-26 00:00:00+00:00,,,7,6
2024-10-27 00:00:00+00:00,1.0,1.0,23,5
2024-10-28 00:00:00+00:00,,,23,10
2024-10-29 00:00:00+00:00,,,8,7
2024-10-30 00:00:00+00:00,,,13,11
