time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-09 00:00:00+00:00,,,17,15
2024-04-10 00:00:00+00:00,1.0,1.0,59,9
2024-04-11 00:00:00+00:00,1.0,1.0,54,15
2024-04-12 00:00:00+00:00,1.0,1.0,11,9
2024-04-13 00:00:00+00:00,1.0,1.0,17,8
2024-04-14 00:00:00+00:00,1.0,1.0,5,4
2024-04-15 00:00:00+00:00,,,30,11
2024-04-16 00:00:00+00:00,1.0,1.0,52,13
2024-04-17 00:00:00+00:00,8.0,8.0,21,7
2024-04-18 00:00:00+00:00,1.0,1.0,50,13
2024-04-19 00:00:00+00:00,1.0,1.0,19,5
2024-04-20 00:00:00+00:00,2.0,2.0,81,10
2024-04-21 00:00:00+00:00,,,4,3
2024-04-22 00:00:00+00:00,,,32,13
