time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-16 00:00:00+00:00,19.0,18.0,25,11
2023-06-17 00:00:00+00:00,2.0,2.0,106,12
2023-06-18 00:00:00+00:00,,,32,16
2023-06-19 00:00:00+00:00,44.0,34.0,58,22
2023-06-20 00:00:00+00:00,87.0,53.0,47,18
2023-06-21 00:00:00+00:00,33.0,29.0,18,12
2023-06-22 00:00:00+00:00,4.0,3.0,27,14
2023-06-23 00:00:00+00:00,,,44,12
2023-06-24 00:00:00+00:00,138.0,74.0,23,7
2023-06-25 00:00:00+00:00,89.0,47.0,38,8
2023-06-26 00:00:00+00:00,17.0,16.0,11,6
2023-06-27 00:00:00+00:00,13.0,11.0,31,18
2023-06-28 00:00:00+00:00,58.0,43.0,12,9
2023-06-29 00:00:00+00:00,56.0,39.0,15,8
