time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-03 00:00:00+00:00,6.0,6.0,21,13
2022-08-04 00:00:00+00:00,2.0,2.0,38,10
2022-08-05 00:00:00+00:00,,,70,25
2022-08-06 00:00:00+00:00,1.0,1.0,114,12
2022-08-07 00:00:00+00:00,1.0,1.0,84,14
2022-08-08 00:00:00+00:00,,,45,8
2022-08-09 00:00:00+00:00,1.0,1.0,56,13
2022-08-10 00:00:00+00:00,,,29,7
2022-08-11 00:00:00+00:00,1.0,1.0,117,17
2022-08-12 00:00:00+00:00,1.0,1.0,68,15
2022-08-13 00:00:00+00:00,1.0,1.0,40,11
2022-08-14 00:00:00+00:00,,,294,17
2022-08-15 00:00:00+00:00,1.0,1.0,21,9
2022-08-16 00:00:00+00:00,,,17,5
