time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-21 00:00:00+00:00,33.0,29.0,18,12
2023-06-22 00:00:00+00:00,4.0,3.0,27,14
2023-06-23 00:00:00+00:00,,,44,12
2023-06-24 00:00:00+00:00,138.0,74.0,23,7
2023-06-25 00:00:00+00:00,89.0,47.0,38,8
2023-06-26 00:00:00+00:00,17.0,16.0,11,6
2023-06-27 00:00:00+00:00,13.0,11.0,31,18
2023-06-28 00:00:00+00:00,58.0,43.0,12,9
2023-06-29 00:00:00+00:00,61.0,44.0,15,8
2023-06-30 00:00:00+00:00,19.0,15.0,30,11
2023-07-01 00:00:00+00:00,1.0,1.0,32,13
2023-07-02 00:00:00+00:00,1.0,1.0,17,11
2023-07-03 00:00:00+00:00,9.0,9.0,59,11
2023-07-04 00:00:00+00:00,55.0,37.0,55,17
