time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-10 00:00:00+00:00,4.0,3.0,20,8
2022-11-11 00:00:00+00:00,1.0,1.0,14,13
2022-11-12 00:00:00+00:00,,,16,8
2022-11-13 00:00:00+00:00,3.0,1.0,19,14
2022-11-14 00:00:00+00:00,1.0,1.0,58,21
2022-11-15 00:00:00+00:00,,,286,41
2022-11-16 00:00:00+00:00,2.0,2.0,205,39
2022-11-17 00:00:00+00:00,1.0,1.0,32,21
2022-11-18 00:00:00+00:00,46.0,29.0,68,23
2022-11-19 00:00:00+00:00,163.0,69.0,57,14
2022-11-20 00:00:00+00:00,95.0,57.0,47,19
2022-11-21 00:00:00+00:00,136.0,70.0,103,26
2022-11-22 00:00:00+00:00,93.0,50.0,64,24
2022-11-23 00:00:00+00:00,22.0,18.0,62,29
