time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-28 00:00:00+00:00,,,4.0,2.0
2022-06-29 00:00:00+00:00,,,22.0,3.0
2022-06-30 00:00:00+00:00,1.0,1.0,3.0,3.0
2022-07-01 00:00:00+00:00,,,5.0,2.0
2022-07-03 00:00:00+00:00,12.0,8.0,1.0,1.0
2022-07-04 00:00:00+00:00,154.0,63.0,2.0,2.0
2022-07-05 00:00:00+00:00,92.0,46.0,5.0,3.0
2022-07-06 00:00:00+00:00,21.0,19.0,1.0,1.0
2022-07-07 00:00:00+00:00,1.0,1.0,4.0,3.0
2022-07-08 00:00:00+00:00,55.0,33.0,18.0,4.0
2022-07-09 00:00:00+00:00,64.0,30.0,,
2022-07-10 00:00:00+00:00,18.0,13.0,21.0,3.0
2022-07-11 00:00:00+00:00,,,16.0,1.0
