time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-30 00:00:00+00:00,27.0,19.0,11,1
2022-07-31 00:00:00+00:00,63.0,38.0,1,1
2022-08-01 00:00:00+00:00,65.0,37.0,3,3
2022-08-02 00:00:00+00:00,19.0,17.0,1,1
2022-08-03 00:00:00+00:00,1.0,1.0,6,2
2022-08-04 00:00:00+00:00,,,1,1
2022-08-05 00:00:00+00:00,,,1,1
2022-08-07 00:00:00+00:00,,,5,3
2022-08-08 00:00:00+00:00,,,20,2
2022-08-09 00:00:00+00:00,,,6,2
2022-08-10 00:00:00+00:00,,,6,4
2022-08-11 00:00:00+00:00,56.0,29.0,4,2
2022-08-12 00:00:00+00:00,63.0,36.0,5,4
