time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-25 00:00:00+00:00,67.0,49.0,1.0,1.0
2023-03-26 00:00:00+00:00,159.0,71.0,,
2023-03-27 00:00:00+00:00,92.0,67.0,,
2023-03-28 00:00:00+00:00,20.0,16.0,3.0,2.0
2023-03-29 00:00:00+00:00,25.0,22.0,14.0,4.0
2023-03-30 00:00:00+00:00,67.0,46.0,1.0,1.0
2023-03-31 00:00:00+00:00,61.0,37.0,,
2023-04-01 00:00:00+00:00,18.0,16.0,,
2023-04-02 00:00:00+00:00,2.0,2.0,1.0,1.0
2023-04-03 00:00:00+00:00,,,1.0,1.0
2023-04-04 00:00:00+00:00,1.0,1.0,12.0,2.0
2023-04-05 00:00:00+00:00,1.0,1.0,12.0,1.0
2023-04-06 00:00:00+00:00,,,3.0,1.0
