time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-22 00:00:00+00:00,42.0,30.0,4.0,3.0
2023-01-23 00:00:00+00:00,66.0,42.0,1.0,1.0
2023-01-24 00:00:00+00:00,64.0,41.0,,
2023-01-25 00:00:00+00:00,62.0,40.0,,
2023-01-26 00:00:00+00:00,66.0,40.0,,
2023-01-27 00:00:00+00:00,62.0,43.0,8.0,5.0
2023-01-28 00:00:00+00:00,62.0,38.0,4.0,2.0
2023-01-29 00:00:00+00:00,58.0,34.0,7.0,3.0
2023-01-30 00:00:00+00:00,65.0,40.0,,
2023-01-31 00:00:00+00:00,20.0,19.0,1.0,1.0
2023-02-01 00:00:00+00:00,,,3.0,2.0
2023-02-02 00:00:00+00:00,,,3.0,2.0
2023-02-03 00:00:00+00:00,,,1.0,1.0
