time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-01 00:00:00+00:00,,,3.0,2.0
2023-02-02 00:00:00+00:00,,,3.0,2.0
2023-02-03 00:00:00+00:00,,,1.0,1.0
2023-02-04 00:00:00+00:00,6.0,6.0,1.0,1.0
2023-02-05 00:00:00+00:00,61.0,38.0,,
2023-02-06 00:00:00+00:00,66.0,45.0,3.0,3.0
2023-02-07 00:00:00+00:00,64.0,39.0,,
2023-02-08 00:00:00+00:00,62.0,40.0,1.0,1.0
2023-02-09 00:00:00+00:00,20.0,18.0,,
2023-02-10 00:00:00+00:00,,,18.0,5.0
2023-02-11 00:00:00+00:00,,,8.0,3.0
2023-02-12 00:00:00+00:00,1.0,1.0,9.0,2.0
2023-02-13 00:00:00+00:00,11.0,11.0,1.0,1.0
2023-02-14 00:00:00+00:00,62.0,42.0,6.0,1.0
