time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-31 00:00:00+00:00,67.0,37.0,,
2023-01-01 00:00:00+00:00,64.0,36.0,4.0,3.0
2023-01-02 00:00:00+00:00,21.0,17.0,7.0,4.0
2023-01-03 00:00:00+00:00,12.0,6.0,5.0,4.0
2023-01-04 00:00:00+00:00,1.0,1.0,5.0,1.0
2023-01-05 00:00:00+00:00,,,3.0,3.0
2023-01-06 00:00:00+00:00,1.0,1.0,,
2023-01-07 00:00:00+00:00,,,4.0,1.0
2023-01-08 00:00:00+00:00,,,1.0,1.0
2023-01-09 00:00:00+00:00,35.0,28.0,2.0,2.0
2023-01-10 00:00:00+00:00,65.0,44.0,,
2023-01-11 00:00:00+00:00,66.0,39.0,2.0,2.0
2023-01-12 00:00:00+00:00,68.0,45.0,2.0,2.0
2023-01-13 00:00:00+00:00,86.0,61.0,7.0,3.0
