time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-03 00:00:00+00:00,,,1.0,1.0
2022-12-04 00:00:00+00:00,,,2.0,2.0
2022-12-05 00:00:00+00:00,1.0,1.0,9.0,2.0
2022-12-06 00:00:00+00:00,2.0,1.0,2.0,1.0
2022-12-07 00:00:00+00:00,4.0,2.0,1.0,1.0
2022-12-09 00:00:00+00:00,1.0,1.0,2.0,2.0
2022-12-10 00:00:00+00:00,50.0,28.0,,
2022-12-11 00:00:00+00:00,63.0,28.0,,
2022-12-12 00:00:00+00:00,53.0,35.0,,
2022-12-13 00:00:00+00:00,122.0,52.0,27.0,5.0
2022-12-14 00:00:00+00:00,172.0,80.0,13.0,6.0
2022-12-15 00:00:00+00:00,109.0,57.0,,
2022-12-16 00:00:00+00:00,66.0,44.0,1.0,1.0
