time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-16 00:00:00+00:00,,,12,8
2024-02-17 00:00:00+00:00,1.0,1.0,15,5
2024-02-18 00:00:00+00:00,1.0,1.0,45,9
2024-02-19 00:00:00+00:00,1.0,1.0,87,11
2024-02-20 00:00:00+00:00,1.0,1.0,86,14
2024-02-21 00:00:00+00:00,1.0,1.0,109,12
2024-02-22 00:00:00+00:00,,,95,17
2024-02-23 00:00:00+00:00,1.0,1.0,35,9
2024-02-24 00:00:00+00:00,,,16,9
2024-02-25 00:00:00+00:00,1.0,1.0,4,4
2024-02-26 00:00:00+00:00,1.0,1.0,11,5
2024-02-27 00:00:00+00:00,,,25,7
2024-02-28 00:00:00+00:00,3.0,2.0,40,6
2024-02-29 00:00:00+00:00,3.0,2.0,232,18
