time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,4,3,5,5
2026-05-08 00:00:00+00:00,1,1,24,9
2026-05-09 00:00:00+00:00,2,2,21,9
2026-05-10 00:00:00+00:00,1,1,9,5
2026-05-11 00:00:00+00:00,1,1,6,6
2026-05-12 00:00:00+00:00,4,4,8,3
2026-05-13 00:00:00+00:00,10,6,11,9
2026-05-14 00:00:00+00:00,1,1,12,9
2026-05-15 00:00:00+00:00,0,0,6,4
2026-05-16 00:00:00+00:00,1,1,4,3
2026-05-17 00:00:00+00:00,0,0,14,6
2026-05-18 00:00:00+00:00,3,3,8,4
2026-05-19 00:00:00+00:00,2,2,12,4
2026-05-20 00:00:00+00:00,4,4,5,4
