time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-26 00:00:00+00:00,,,2,2
2025-10-27 00:00:00+00:00,,,11,5
2025-10-28 00:00:00+00:00,6.0,5.0,19,4
2025-10-29 00:00:00+00:00,,,12,8
2025-10-30 00:00:00+00:00,4.0,2.0,14,11
2025-10-31 00:00:00+00:00,2.0,2.0,56,12
2025-11-01 00:00:00+00:00,,,7,6
2025-11-02 00:00:00+00:00,1.0,1.0,3,2
2025-11-03 00:00:00+00:00,,,15,8
2025-11-04 00:00:00+00:00,1.0,1.0,15,8
2025-11-05 00:00:00+00:00,4.0,2.0,14,9
2025-11-06 00:00:00+00:00,1.0,1.0,60,15
2025-11-07 00:00:00+00:00,,,17,10
2025-11-08 00:00:00+00:00,,,5,5
