time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-09 00:00:00+00:00,1.0,1.0,72,14
2024-02-10 00:00:00+00:00,1.0,1.0,40,10
2024-02-11 00:00:00+00:00,,,28,3
2024-02-12 00:00:00+00:00,1.0,1.0,11,7
2024-02-13 00:00:00+00:00,1.0,1.0,27,7
2024-02-14 00:00:00+00:00,,,20,8
2024-02-15 00:00:00+00:00,3.0,3.0,12,7
2024-02-16 00:00:00+00:00,,,12,8
2024-02-17 00:00:00+00:00,1.0,1.0,15,5
2024-02-18 00:00:00+00:00,1.0,1.0,45,9
2024-02-19 00:00:00+00:00,1.0,1.0,87,11
2024-02-20 00:00:00+00:00,1.0,1.0,86,14
2024-02-21 00:00:00+00:00,1.0,1.0,109,12
2024-02-22 00:00:00+00:00,,,93,17
