time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-13 00:00:00+00:00,1.0,1.0,32,11
2023-02-14 00:00:00+00:00,2.0,2.0,32,12
2023-02-15 00:00:00+00:00,1.0,1.0,9,7
2023-02-16 00:00:00+00:00,,,74,13
2023-02-17 00:00:00+00:00,5.0,2.0,29,9
2023-02-18 00:00:00+00:00,1.0,1.0,17,9
2023-02-19 00:00:00+00:00,1.0,1.0,13,3
2023-02-20 00:00:00+00:00,1.0,1.0,113,15
2023-02-21 00:00:00+00:00,1.0,1.0,28,7
2023-02-22 00:00:00+00:00,1.0,1.0,62,13
2023-02-23 00:00:00+00:00,1.0,1.0,31,11
2023-02-24 00:00:00+00:00,,,42,10
2023-02-25 00:00:00+00:00,2.0,2.0,32,13
2023-02-26 00:00:00+00:00,1.0,1.0,9,2
