time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-22 00:00:00+00:00,1.0,1.0,62,13
2023-02-23 00:00:00+00:00,1.0,1.0,31,11
2023-02-24 00:00:00+00:00,,,42,10
2023-02-25 00:00:00+00:00,2.0,2.0,32,13
2023-02-26 00:00:00+00:00,1.0,1.0,9,2
2023-02-27 00:00:00+00:00,2.0,2.0,19,12
2023-02-28 00:00:00+00:00,2.0,2.0,22,10
2023-03-01 00:00:00+00:00,1.0,1.0,61,9
2023-03-02 00:00:00+00:00,5.0,3.0,20,15
2023-03-03 00:00:00+00:00,3.0,2.0,54,14
2023-03-04 00:00:00+00:00,1.0,1.0,198,5
2023-03-05 00:00:00+00:00,,,100,11
2023-03-06 00:00:00+00:00,4.0,3.0,53,11
2023-03-07 00:00:00+00:00,1.0,1.0,113,23
