time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-25 00:00:00+00:00,,,45,10
2024-12-26 00:00:00+00:00,1.0,1.0,55,11
2024-12-27 00:00:00+00:00,,,45,14
2024-12-28 00:00:00+00:00,,,69,9
2024-12-29 00:00:00+00:00,,,6,6
2024-12-30 00:00:00+00:00,4.0,4.0,23,6
2024-12-31 00:00:00+00:00,2.0,2.0,29,14
2025-01-01 00:00:00+00:00,,,37,7
2025-01-02 00:00:00+00:00,,,45,16
2025-01-03 00:00:00+00:00,,,18,8
2025-01-04 00:00:00+00:00,1.0,1.0,20,10
2025-01-05 00:00:00+00:00,1.0,1.0,35,9
2025-01-06 00:00:00+00:00,1.0,1.0,25,10
2025-01-07 00:00:00+00:00,,,38,11
