time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,3.0,2.0,51,17
2025-03-06 00:00:00+00:00,3.0,2.0,31,8
2025-03-07 00:00:00+00:00,3.0,2.0,19,9
2025-03-08 00:00:00+00:00,2.0,1.0,27,9
2025-03-09 00:00:00+00:00,1.0,1.0,18,12
2025-03-10 00:00:00+00:00,3.0,2.0,14,7
2025-03-11 00:00:00+00:00,,,25,11
2025-03-12 00:00:00+00:00,8.0,3.0,132,10
2025-03-13 00:00:00+00:00,,,48,13
2025-03-14 00:00:00+00:00,3.0,2.0,27,13
2025-03-15 00:00:00+00:00,1.0,1.0,34,5
2025-03-16 00:00:00+00:00,2.0,1.0,12,8
2025-03-17 00:00:00+00:00,5.0,2.0,19,10
2025-03-18 00:00:00+00:00,3.0,2.0,25,16
