time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,1.0,1.0,4,4
2024-02-26 00:00:00+00:00,1.0,1.0,11,5
2024-02-27 00:00:00+00:00,,,25,7
2024-02-28 00:00:00+00:00,3.0,2.0,40,6
2024-02-29 00:00:00+00:00,3.0,2.0,232,18
2024-03-01 00:00:00+00:00,,,40,7
2024-03-02 00:00:00+00:00,1.0,1.0,113,8
2024-03-03 00:00:00+00:00,1.0,1.0,42,5
2024-03-04 00:00:00+00:00,3.0,3.0,44,9
2024-03-05 00:00:00+00:00,1.0,1.0,16,8
2024-03-06 00:00:00+00:00,1.0,1.0,63,13
2024-03-07 00:00:00+00:00,2.0,2.0,20,6
2024-03-08 00:00:00+00:00,1.0,1.0,36,7
2024-03-09 00:00:00+00:00,2.0,2.0,10,6
